¦æ¬F°Ï,¦~,¤ë,¦~ÄÖ,¨k,¤k,¦X­p
Âù·Ë°Ï,112,12,0·³,12,6,18
Âù·Ë°Ï,112,12,1·³,16,11,27
Âù·Ë°Ï,112,12,2·³,13,11,24
Âù·Ë°Ï,112,12,3·³,8,12,20
Âù·Ë°Ï,112,12,4·³,12,17,29
Âù·Ë°Ï,112,12,5·³,8,10,18
Âù·Ë°Ï,112,12,6·³,12,15,27
Âù·Ë°Ï,112,12,7·³,22,13,35
Âù·Ë°Ï,112,12,8·³,22,13,35
Âù·Ë°Ï,112,12,9·³,19,19,38
Âù·Ë°Ï,112,12,10·³,17,14,31
Âù·Ë°Ï,112,12,11·³,18,17,35
Âù·Ë°Ï,112,12,12·³,15,23,38
Âù·Ë°Ï,112,12,13·³,12,12,24
Âù·Ë°Ï,112,12,14·³,23,20,43
Âù·Ë°Ï,112,12,15·³,26,16,42
Âù·Ë°Ï,112,12,16·³,34,24,58
Âù·Ë°Ï,112,12,17·³,29,22,51
Âù·Ë°Ï,112,12,18·³,22,31,53
Âù·Ë°Ï,112,12,19·³,25,24,49
Âù·Ë°Ï,112,12,20·³,39,21,60
Âù·Ë°Ï,112,12,21·³,37,36,73
Âù·Ë°Ï,112,12,22·³,30,37,67
Âù·Ë°Ï,112,12,23·³,40,41,81
Âù·Ë°Ï,112,12,24·³,36,28,64
Âù·Ë°Ï,112,12,25·³,33,37,70
Âù·Ë°Ï,112,12,26·³,52,31,83
Âù·Ë°Ï,112,12,27·³,40,49,89
Âù·Ë°Ï,112,12,28·³,37,52,89
Âù·Ë°Ï,112,12,29·³,47,50,97
Âù·Ë°Ï,112,12,30·³,44,46,90
Âù·Ë°Ï,112,12,31·³,44,29,73
Âù·Ë°Ï,112,12,32·³,41,37,78
Âù·Ë°Ï,112,12,33·³,47,32,79
Âù·Ë°Ï,112,12,34·³,31,37,68
Âù·Ë°Ï,112,12,35·³,40,34,74
Âù·Ë°Ï,112,12,36·³,30,32,62
Âù·Ë°Ï,112,12,37·³,34,22,56
Âù·Ë°Ï,112,12,38·³,37,35,72
Âù·Ë°Ï,112,12,39·³,44,33,77
Âù·Ë°Ï,112,12,40·³,47,37,84
Âù·Ë°Ï,112,12,41·³,56,51,107
Âù·Ë°Ï,112,12,42·³,51,43,94
Âù·Ë°Ï,112,12,43·³,64,44,108
Âù·Ë°Ï,112,12,44·³,68,32,100
Âù·Ë°Ï,112,12,45·³,67,67,134
Âù·Ë°Ï,112,12,46·³,75,34,109
Âù·Ë°Ï,112,12,47·³,62,63,125
Âù·Ë°Ï,112,12,48·³,50,36,86
Âù·Ë°Ï,112,12,49·³,58,33,91
Âù·Ë°Ï,112,12,50·³,86,39,125
Âù·Ë°Ï,112,12,51·³,66,53,119
Âù·Ë°Ï,112,12,52·³,90,47,137
Âù·Ë°Ï,112,12,53·³,87,59,146
Âù·Ë°Ï,112,12,54·³,84,51,135
Âù·Ë°Ï,112,12,55·³,108,69,177
Âù·Ë°Ï,112,12,56·³,91,49,140
Âù·Ë°Ï,112,12,57·³,103,55,158
Âù·Ë°Ï,112,12,58·³,107,58,165
Âù·Ë°Ï,112,12,59·³,96,65,161
Âù·Ë°Ï,112,12,60·³,103,74,177
Âù·Ë°Ï,112,12,61·³,106,53,159
Âù·Ë°Ï,112,12,62·³,104,60,164
Âù·Ë°Ï,112,12,63·³,93,57,150
Âù·Ë°Ï,112,12,64·³,99,65,164
Âù·Ë°Ï,112,12,65·³,94,69,163
Âù·Ë°Ï,112,12,66·³,79,42,121
Âù·Ë°Ï,112,12,67·³,87,66,153
Âù·Ë°Ï,112,12,68·³,78,70,148
Âù·Ë°Ï,112,12,69·³,67,59,126
Âù·Ë°Ï,112,12,70·³,72,63,135
Âù·Ë°Ï,112,12,71·³,72,62,134
Âù·Ë°Ï,112,12,72·³,63,54,117
Âù·Ë°Ï,112,12,73·³,58,61,119
Âù·Ë°Ï,112,12,74·³,53,54,107
Âù·Ë°Ï,112,12,75·³,34,43,77
Âù·Ë°Ï,112,12,76·³,45,30,75
Âù·Ë°Ï,112,12,77·³,29,28,57
Âù·Ë°Ï,112,12,78·³,24,31,55
Âù·Ë°Ï,112,12,79·³,34,44,78
Âù·Ë°Ï,112,12,80·³,27,31,58
Âù·Ë°Ï,112,12,81·³,32,47,79
Âù·Ë°Ï,112,12,82·³,24,45,69
Âù·Ë°Ï,112,12,83·³,29,37,66
Âù·Ë°Ï,112,12,84·³,26,40,66
Âù·Ë°Ï,112,12,85·³,15,38,53
Âù·Ë°Ï,112,12,86·³,15,38,53
Âù·Ë°Ï,112,12,87·³,18,30,48
Âù·Ë°Ï,112,12,88·³,17,36,53
Âù·Ë°Ï,112,12,89·³,14,31,45
Âù·Ë°Ï,112,12,90·³,10,30,40
Âù·Ë°Ï,112,12,91·³,10,21,31
Âù·Ë°Ï,112,12,92·³,6,12,18
Âù·Ë°Ï,112,12,93·³,5,13,18
Âù·Ë°Ï,112,12,94·³,2,9,11
Âù·Ë°Ï,112,12,95·³,6,3,9
Âù·Ë°Ï,112,12,96·³,0,6,6
Âù·Ë°Ï,112,12,97·³,2,4,6
Âù·Ë°Ï,112,12,98·³,0,2,2
Âù·Ë°Ï,112,12,99·³,1,1,2
Âù·Ë°Ï,112,12,100·³¥H¤W,1,4,5
Á`­p,,,,4318,3597,7915


              
