¦æ¬F°Ï,¦~,¤ë,¦~ÄÖ,¨k,¤k,¦X­p
Âù·Ë°Ï,112,10,0·³,11,5,16
Âù·Ë°Ï,112,10,1·³,16,12,28
Âù·Ë°Ï,112,10,2·³,12,14,26
Âù·Ë°Ï,112,10,3·³,8,12,20
Âù·Ë°Ï,112,10,4·³,11,15,26
Âù·Ë°Ï,112,10,5·³,8,12,20
Âù·Ë°Ï,112,10,6·³,16,17,33
Âù·Ë°Ï,112,10,7·³,20,9,29
Âù·Ë°Ï,112,10,8·³,20,15,35
Âù·Ë°Ï,112,10,9·³,18,19,37
Âù·Ë°Ï,112,10,10·³,17,13,30
Âù·Ë°Ï,112,10,11·³,20,20,40
Âù·Ë°Ï,112,10,12·³,15,20,35
Âù·Ë°Ï,112,10,13·³,16,16,32
Âù·Ë°Ï,112,10,14·³,24,16,40
Âù·Ë°Ï,112,10,15·³,29,22,51
Âù·Ë°Ï,112,10,16·³,28,19,47
Âù·Ë°Ï,112,10,17·³,29,22,51
Âù·Ë°Ï,112,10,18·³,23,33,56
Âù·Ë°Ï,112,10,19·³,32,25,57
Âù·Ë°Ï,112,10,20·³,39,26,65
Âù·Ë°Ï,112,10,21·³,38,32,70
Âù·Ë°Ï,112,10,22·³,27,39,66
Âù·Ë°Ï,112,10,23·³,39,36,75
Âù·Ë°Ï,112,10,24·³,37,30,67
Âù·Ë°Ï,112,10,25·³,38,41,79
Âù·Ë°Ï,112,10,26·³,54,34,88
Âù·Ë°Ï,112,10,27·³,37,48,85
Âù·Ë°Ï,112,10,28·³,39,45,84
Âù·Ë°Ï,112,10,29·³,52,59,111
Âù·Ë°Ï,112,10,30·³,43,36,79
Âù·Ë°Ï,112,10,31·³,39,33,72
Âù·Ë°Ï,112,10,32·³,43,38,81
Âù·Ë°Ï,112,10,33·³,44,28,72
Âù·Ë°Ï,112,10,34·³,34,40,74
Âù·Ë°Ï,112,10,35·³,36,31,67
Âù·Ë°Ï,112,10,36·³,33,33,66
Âù·Ë°Ï,112,10,37·³,32,22,54
Âù·Ë°Ï,112,10,38·³,40,39,79
Âù·Ë°Ï,112,10,39·³,51,34,85
Âù·Ë°Ï,112,10,40·³,44,38,82
Âù·Ë°Ï,112,10,41·³,55,46,101
Âù·Ë°Ï,112,10,42·³,52,44,96
Âù·Ë°Ï,112,10,43·³,65,44,109
Âù·Ë°Ï,112,10,44·³,65,41,106
Âù·Ë°Ï,112,10,45·³,71,62,133
Âù·Ë°Ï,112,10,46·³,72,37,109
Âù·Ë°Ï,112,10,47·³,58,61,119
Âù·Ë°Ï,112,10,48·³,53,34,87
Âù·Ë°Ï,112,10,49·³,67,34,101
Âù·Ë°Ï,112,10,50·³,80,43,123
Âù·Ë°Ï,112,10,51·³,72,50,122
Âù·Ë°Ï,112,10,52·³,94,48,142
Âù·Ë°Ï,112,10,53·³,79,63,142
Âù·Ë°Ï,112,10,54·³,91,46,137
Âù·Ë°Ï,112,10,55·³,98,65,163
Âù·Ë°Ï,112,10,56·³,106,53,159
Âù·Ë°Ï,112,10,57·³,94,60,154
Âù·Ë°Ï,112,10,58·³,108,62,170
Âù·Ë°Ï,112,10,59·³,103,58,161
Âù·Ë°Ï,112,10,60·³,95,74,169
Âù·Ë°Ï,112,10,61·³,108,54,162
Âù·Ë°Ï,112,10,62·³,110,60,170
Âù·Ë°Ï,112,10,63·³,93,57,150
Âù·Ë°Ï,112,10,64·³,96,66,162
Âù·Ë°Ï,112,10,65·³,87,69,156
Âù·Ë°Ï,112,10,66·³,80,48,128
Âù·Ë°Ï,112,10,67·³,84,65,149
Âù·Ë°Ï,112,10,68·³,80,62,142
Âù·Ë°Ï,112,10,69·³,73,63,136
Âù·Ë°Ï,112,10,70·³,62,63,125
Âù·Ë°Ï,112,10,71·³,74,69,143
Âù·Ë°Ï,112,10,72·³,64,45,109
Âù·Ë°Ï,112,10,73·³,61,56,117
Âù·Ë°Ï,112,10,74·³,45,63,108
Âù·Ë°Ï,112,10,75·³,44,41,85
Âù·Ë°Ï,112,10,76·³,41,23,64
Âù·Ë°Ï,112,10,77·³,22,28,50
Âù·Ë°Ï,112,10,78·³,26,35,61
Âù·Ë°Ï,112,10,79·³,32,40,72
Âù·Ë°Ï,112,10,80·³,28,37,65
Âù·Ë°Ï,112,10,81·³,32,48,80
Âù·Ë°Ï,112,10,82·³,28,39,67
Âù·Ë°Ï,112,10,83·³,28,44,72
Âù·Ë°Ï,112,10,84·³,24,40,64
Âù·Ë°Ï,112,10,85·³,16,35,51
Âù·Ë°Ï,112,10,86·³,19,37,56
Âù·Ë°Ï,112,10,87·³,14,34,48
Âù·Ë°Ï,112,10,88·³,21,33,54
Âù·Ë°Ï,112,10,89·³,11,35,46
Âù·Ë°Ï,112,10,90·³,11,24,35
Âù·Ë°Ï,112,10,91·³,9,19,28
Âù·Ë°Ï,112,10,92·³,8,14,22
Âù·Ë°Ï,112,10,93·³,5,11,16
Âù·Ë°Ï,112,10,94·³,3,11,14
Âù·Ë°Ï,112,10,95·³,5,1,6
Âù·Ë°Ï,112,10,96·³,1,6,7
Âù·Ë°Ï,112,10,97·³,1,4,5
Âù·Ë°Ï,112,10,98·³,1,3,4
Âù·Ë°Ï,112,10,99·³,0,0,0
Âù·Ë°Ï,112,10,100·³¥H¤W,1,5,6
Á`­p,,,,4338,3610,7948


              
